"HABITAT";"SP";"ABUND025";"ABUND25";"ABUND50";"ABUND75";"ABUND90";"ABUND975";"NB_STATION_CAPTURE";"NB_STATION";"PROP_STATION_CAPTURE";"HABITAT_SP";"MIGRATION";"nb_site";"prop_site"
"Aquatique";"PARNUS";0;0;0;0;0;0;0;4;0;"Terrestre";"Court";2;0,181818181818182
"Aquatique";"PASDOM";0;0;0;0;0;0;0;4;0;"Terrestre";"Court";2;0,181818181818182
"Aquatique";"PASMON";0;0;0;0;0;0;0;4;0;"Terrestre";"Court";1;0,0909090909090909
"Aquatique";"PHOPHO";0;0;0;0;0;0;0;7;0;"Terrestre";"Long";1;0,0909090909090909
"Aquatique";"PHYCOL";0;0;1;2,5;3,4;3,85;2;4;0,5;"Terrestre";"Court";10;0,909090909090909
"Aquatique";"PHYLUS";0,0999999999999996;1;2;2;2;2;1;4;0,25;"Terrestre";"Long";6;0,545454545454545
"Aquatique";"PICDIS";0;0;0;0;0;0;0;7;0;"Terrestre";"Court";1;0,0909090909090909
"Aquatique";"PICPIC";0;0;0;0;0;0;0;6;0;"Terrestre";"Court";1;0,0909090909090909
"Aquatique";"PRUMOD";0;0;0;1;1;1;1;4;0,25;"Terrestre";"Court";9;0,818181818181818
"Aquatique";"PYRULA";0;0;0;0;0;0;0;4;0;"Terrestre";"Court";5;0,454545454545455
"Aquatique";"RIPRIP";0;0;0;0;0;0;0;4,5;0;"Terrestre";"Long";2;0,181818181818182
"Aquatique";"SAXRUB";0;0;0;0;0;0;0;4;0;"Terrestre";"Long";1;0,0909090909090909
"Aquatique";"SAXTOR";0;0;0;0;0;0;0;4;0;"Terrestre";"Court";6;0,545454545454545
"Aquatique";"STUVUL";0;0;0;0;0;0;0;4;0;"Terrestre";"Court";7;0,636363636363636
"Aquatique";"SYLATR";0,2;1,25;1,5;2,5;3,4;3,85;2;4;0,6;"Terrestre";"Court";9;0,818181818181818
"Aquatique";"SYLBOR";0;0;0;1;1;1;1;4;0,25;"Terrestre";"Long";8;0,727272727272727
"Aquatique";"SYLCOM";0,05;0,5;1;2;2,4;2,85;2;4;0,5;"Terrestre";"Long";9;0,818181818181818
"Aquatique";"SYLCUR";0;0;0;0,125;0,35;0,4625;0,5;4;0,0555555555555556;"Terrestre";"Long";5;0,454545454545455
"Aquatique";"TROTRO";0;0;0;0;0,6;0,9;1;4;0,111111111111111;"Terrestre";"Court";8;0,727272727272727
"Aquatique";"TURMER";0,15;1;2;3,25;4;4,7;2;4;0,8;"Terrestre";"Court";11;1
"Aquatique";"TURPHI";0;0;0;1;1;1;1;4;0,25;"Terrestre";"Court";9;0,818181818181818
