"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2015;"Terrestre";1,59868421052632;2,82366071428571;4,22619047619048;6,34685230024213;14,6625;"PARMAJ"
2016;"Terrestre";1,64285714285714;3;4;5,29411764705882;10;"PARMAJ"
2017;"Terrestre";1,78125;2,72727272727273;4,16666666666667;6,05084745762712;11,55;"PARMAJ"
2018;"Terrestre";1,5;3;4,15778251599147;6;17,0625;"PARMAJ"
2019;"Terrestre";1,4875;3;4,28571428571429;7,09375;12,4;"PARMAJ"
2020;"Terrestre";1,825;2,859375;3,75;4,95535714285714;8;"PARMAJ"
1989;"Terrestre";1,7625;2,04807692307692;2,36538461538462;2,68269230769231;2,96826923076923;"PARNUS"
1990;"Terrestre";0,436679174484053;0,842044134727062;1,62162162162162;1,81818181818182;2,690625;"PARNUS"
1991;"Terrestre";0,631009615384615;0,96875;1,25;1,53808353808354;2,36824324324324;"PARNUS"
1992;"Terrestre";0,727827050997783;0,783155487804878;0,96875;1,14285714285714;1,78943452380952;"PARNUS"
1993;"Terrestre";0,537259615384615;1,15384615384615;1,25;1,42857142857143;2,84285714285714;"PARNUS"
1994;"Terrestre";0,953725961538461;1,09975961538462;1,17216117216117;1,29826254826255;1,58928571428571;"PARNUS"
1995;"Terrestre";0,73109243697479;0,882352941176471;0,9375;1,875;4,6875;"PARNUS"
1996;"Terrestre";0,726351351351351;0,828696343402226;0,909926470588235;0,960181451612903;1,35143649193548;"PARNUS"
1997;"Terrestre";0,5546875;0,9375;0,9375;0,948660714285714;5,04092261904762;"PARNUS"
1998;"Terrestre";1,36041666666667;1,60416666666667;1,875;8,4375;14,34375;"PARNUS"
1999;"Terrestre";0,9609375;1,171875;1,40625;1,640625;1,8515625;"PARNUS"
2000;"Terrestre";0,9375;0,9375;1,875;3,75;5,775;"PARNUS"
2001;"Terrestre";0,726351351351351;1,10810810810811;2;2,609375;16,1015625;"PARNUS"
2002;"Terrestre";1,15873015873016;1,42857142857143;1,5;1,875;2,10267857142857;"PARNUS"
2003;"Terrestre";1,01944444444444;1,52777777777778;3,15934065934066;3,88392857142857;5,390625;"PARNUS"
2004;"Terrestre";1,11111111111111;1,26984126984127;1,875;2,65384615384615;8,1;"PARNUS"
2005;"Terrestre";0,964543269230769;1,22252747252747;1,50375939849624;2,14473684210526;5,54166666666667;"PARNUS"
2006;"Terrestre";0,638888888888889;1,13247863247863;1,42857142857143;1,72697368421053;1,875;"PARNUS"
2007;"Terrestre";1,0078125;1,91447368421053;3,30971659919028;4,19871794871795;5,80555555555556;"PARNUS"
2008;"Terrestre";1,06428571428571;1,46428571428571;1,57894736842105;2,32142857142857;3,5625;"PARNUS"
2009;"Terrestre";0,986607142857143;1,42857142857143;1,5;2;3,0421052631579;"PARNUS"
2010;"Terrestre";0,985243055555556;1,96875;3;3,83458646616541;7,7625;"PARNUS"
2011;"Terrestre";1,06578947368421;1,73913043478261;2,06896551724138;3;4,96363636363637;"PARNUS"
2012;"Terrestre";1,44736842105263;1,65296052631579;1,99013157894737;2,32631578947368;2,925;"PARNUS"
2013;"Terrestre";1,07173295454545;2,27982954545455;4,36363636363636;6,75;8,775;"PARNUS"
2014;"Terrestre";1,09474431818182;1,71875;2,72727272727273;3;3,58125;"PARNUS"
2015;"Terrestre";1,27777777777778;1,875;3;5,45454545454546;8,1;"PARNUS"
2016;"Terrestre";1,5375;1,875;2,72727272727273;3;3;"PARNUS"
2017;"Terrestre";1,46875;3;3,16666666666667;4,92424242424242;5,93181818181818;"PARNUS"
2018;"Terrestre";1,06510416666667;1,99561403508772;3;3,375;4,5;"PARNUS"
2019;"Terrestre";1,90953947368421;2,55263157894737;3;3,75;6,34166666666667;"PARNUS"
2020;"Terrestre";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"PARNUS"
1990;"Terrestre";0,73301393728223;0,901567944250871;1,08885017421603;1,27613240418118;1,44468641114983;"PASDOM"
1991;"Terrestre";0,82972972972973;1;1,15384615384615;2,8125;3,75267857142857;"PASDOM"
1992;"Terrestre";1,88839285714286;2,00892857142857;2,14285714285714;5,64285714285714;8,79285714285714;"PASDOM"
1993;"Terrestre";0,723938223938224;0,810810810810811;1,46341463414634;2,30769230769231;7,43076923076923;"PASDOM"
1994;"Terrestre";1,35407239819005;1,6289592760181;2,6510989010989;5,96428571428571;12,425;"PASDOM"
1995;"Terrestre";2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;"PASDOM"
1996;"Terrestre";2,35714285714286;2,8021978021978;3,2967032967033;3,79120879120879;4,23626373626374;"PASDOM"
1997;"Terrestre";0,810506566604128;1,51969981238274;2,30769230769231;3,72527472527472;5,0010989010989;"PASDOM"
1998;"Terrestre";0,723938223938224;0,810810810810811;2,19512195121951;2,30769230769231;6,14505494505495;"PASDOM"
1999;"Terrestre";6;6;6;6;6;"PASDOM"
2000;"Terrestre";1,13055555555556;1,30555555555556;1,5;2,46428571428571;3,33214285714286;"PASDOM"
2001;"Terrestre";0,762162162162162;1,07142857142857;1,85185185185185;3,94736842105263;4,45714285714286;"PASDOM"
2002;"Terrestre";1,025;1,44642857142857;2,28571428571429;3,80128205128205;8,22767857142857;"PASDOM"
2003;"Terrestre";1,26153846153846;2,88461538461538;3,85714285714286;5,5;8,53333333333333;"PASDOM"
2004;"Terrestre";1,21666666666667;4,19642857142857;5,6203007518797;6,83516483516484;25,70625;"PASDOM"
2005;"Terrestre";0,84375;1,93269230769231;2,76190476190476;6,10714285714286;15;"PASDOM"
2006;"Terrestre";0,852631578947368;1,15384615384615;5;10;21,0821428571428;"PASDOM"
2007;"Terrestre";1,47115384615385;2,76785714285714;4,83333333333333;7,67857142857143;20,2566964285714;"PASDOM"
2008;"Terrestre";1,19285714285714;2;2,5;7,91666666666667;20,9107142857143;"PASDOM"
2009;"Terrestre";0,766776315789474;2;2,61363636363636;4,66947115384615;12,875;"PASDOM"
2010;"Terrestre";1,459375;2,30769230769231;3,00751879699248;5;14,34375;"PASDOM"
2011;"Terrestre";1,55833333333333;2,5;3,52941176470588;5,33362598770852;12,5571428571429;"PASDOM"
2012;"Terrestre";1,1875;2,23076923076923;3;5,37683823529412;14,4123134328358;"PASDOM"
2013;"Terrestre";1,51578947368421;3;3,84615384615385;4,09090909090909;12,3850267379679;"PASDOM"
2014;"Terrestre";1,34411764705882;2,40384615384615;3;5;13,6806722689076;"PASDOM"
2015;"Terrestre";1,28947368421053;3;4,09090909090909;6,31578947368421;13,734693877551;"PASDOM"
2016;"Terrestre";1,28333333333333;3,08333333333333;5,17625231910946;7,29166666666667;17,6306818181818;"PASDOM"
2017;"Terrestre";1,775;2,75;4;8,16176470588235;14,2916666666667;"PASDOM"
2018;"Terrestre";1,57916666666667;2,875;7,38636363636364;9,875;18,4375;"PASDOM"
2019;"Terrestre";1,85;2,5;4;9;14,8166666666667;"PASDOM"
2020;"Terrestre";1,81153846153846;2,5;4,28571428571429;7,89473684210526;12,25;"PASDOM"
1989;"Terrestre";2;2;2;2;2;"PHOOCH"
1993;"Terrestre";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"PHOOCH"
1997;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"PHOOCH"
1998;"Terrestre";1;1;1;1;1;"PHOOCH"
2001;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"PHOOCH"
2002;"Terrestre";1,134375;1,21875;1,33928571428571;1,875;3,08035714285714;"PHOOCH"
2003;"Terrestre";1,06538461538462;1,65384615384615;2,30769230769231;2,40384615384615;2,49038461538462;"PHOOCH"
2005;"Terrestre";0,819642857142857;1,44642857142857;2,14285714285714;2,32142857142857;2,48214285714286;"PHOOCH"
2006;"Terrestre";1,54642857142857;2,60714285714286;3,16666666666667;3,57142857142857;4,21428571428571;"PHOOCH"
2007;"Terrestre";0,817857142857143;1,42857142857143;1,42857142857143;2,14285714285714;6,21428571428572;"PHOOCH"
2008;"Terrestre";1,57142857142857;2,85714285714286;4,28571428571429;4,64285714285714;4,96428571428571;"PHOOCH"
2009;"Terrestre";1,66666666666667;1,66666666666667;2,14285714285714;2,85714285714286;6,28571428571429;"PHOOCH"
2010;"Terrestre";2,5;2,5;2,5;2,5;2,5;"PHOOCH"
2011;"Terrestre";0,867857142857143;0,964285714285714;1,58;2,30181818181818;2,68472727272727;"PHOOCH"
2012;"Terrestre";1,47058823529412;1,82352941176471;2,25;2,5;6,48897058823529;"PHOOCH"
2013;"Terrestre";3,75;3,75;3,75;3,75;3,75;"PHOOCH"
2014;"Terrestre";1,43984962406015;1,54135338345865;2,03947368421053;3,63970588235294;6,71691176470588;"PHOOCH"
2015;"Terrestre";1,7625;4,125;5,14705882352941;5,33422459893048;5,44251336898396;"PHOOCH"
2016;"Terrestre";1,64802631578947;2,26973684210526;2,75;3,32142857142857;4,18928571428571;"PHOOCH"
2017;"Terrestre";2,51704545454545;2,67045454545455;2,86363636363636;3,13235294117647;3,48970588235294;"PHOOCH"
2018;"Terrestre";2,61931818181818;3,69318181818182;4,54545454545454;5,51470588235294;6,90441176470588;"PHOOCH"
2019;"Terrestre";1,55225409836066;2,24385245901639;2,5;2,8125;3,65625;"PHOOCH"
2020;"Terrestre";2,5;2,5;2,5;4,77941176470588;6,83088235294118;"PHOOCH"
1990;"Terrestre";1,17647058823529;1,17647058823529;1,17647058823529;1,17647058823529;1,17647058823529;"PHOPHO"
1991;"Terrestre";1,2327731092437;1,73949579831933;2,30252100840336;2,86554621848739;3,37226890756303;"PHOPHO"
1993;"Terrestre";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"PHOPHO"
1996;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"PHOPHO"
1997;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"PHOPHO"
1998;"Terrestre";0,907169117647059;1,13051470588235;1,37867647058824;1,62683823529412;1,85018382352941;"PHOPHO"
1999;"Terrestre";0,612244897959184;0,612244897959184;0,612244897959184;0,612244897959184;0,612244897959184;"PHOPHO"
2001;"Terrestre";1,59304511278195;1,71992481203007;1,8609022556391;2,00187969924812;2,12875939849624;"PHOPHO"
2002;"Terrestre";0,662131519274376;1,11111111111111;1,25;1,73076923076923;2,10164835164835;"PHOPHO"
2003;"Terrestre";0,612244897959184;0,612244897959184;0,612244897959184;0,612244897959184;0,612244897959184;"PHOPHO"
2004;"Terrestre";0,991004962779156;1,30656108597285;1,88235294117647;2,86842105263158;4,14473684210526;"PHOPHO"
2005;"Terrestre";0,857142857142857;1,21978021978022;3,15384615384615;4,75;6,25;"PHOPHO"
2006;"Terrestre";0,970588235294118;1,85924369747899;2,14285714285714;2,26648351648352;3,99038461538462;"PHOPHO"
2007;"Terrestre";0,9375;1,66071428571429;2,32142857142857;2,78846153846154;4,50531376518219;"PHOPHO"
2008;"Terrestre";0,87926267281106;1,25;2,14285714285714;3,21428571428571;5,56923076923077;"PHOPHO"
2009;"Terrestre";1,67261904761905;1,78571428571429;2,25;3,22115384615385;3,55769230769231;"PHOPHO"
2010;"Terrestre";1,01086956521739;1,42857142857143;2;2,28571428571429;4,85314685314686;"PHOPHO"
2011;"Terrestre";0,980769230769231;2,30769230769231;3,42857142857143;3,52941176470588;4,85294117647059;"PHOPHO"
2012;"Terrestre";1,22288552679548;1,708192281652;2,20042643923241;3,31870061457419;4,81617647058824;"PHOPHO"
2013;"Terrestre";1,83257918552036;2,37362637362637;2,62899786780384;2,90304674972246;4,30940082644628;"PHOPHO"
2014;"Terrestre";1,5791788856305;2,72727272727273;3,42857142857143;3,75;4,00961538461539;"PHOPHO"
2015;"Terrestre";1,48214285714286;1,96428571428571;2,5;2,53571428571429;2,56785714285714;"PHOPHO"
2016;"Terrestre";1,10714285714286;1,42857142857143;1,78571428571429;2,14285714285714;2,46428571428571;"PHOPHO"
2017;"Terrestre";2,5375;2,875;3,16666666666667;5;9,5;"PHOPHO"
2018;"Terrestre";1,67647058823529;1,76470588235294;2,5;2,5;3,625;"PHOPHO"
2019;"Terrestre";1,52083333333333;1,77631578947368;2,30263157894737;3,83928571428571;4,91071428571429;"PHOPHO"
2020;"Terrestre";2,63392857142857;3,83928571428571;5,17857142857143;6,51785714285714;7,72321428571429;"PHOPHO"
1991;"Terrestre";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"PHYBON"
1993;"Terrestre";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"PHYBON"
2000;"Terrestre";0,612244897959184;0,612244897959184;0,612244897959184;0,612244897959184;0,612244897959184;"PHYBON"
2003;"Terrestre";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"PHYBON"
2004;"Terrestre";0,758103241296519;2,07082833133253;3,52941176470588;4,01470588235294;4,45147058823529;"PHYBON"
2005;"Terrestre";0,901648351648352;1,41025641025641;2,14285714285714;3,26470588235294;3,71691176470588;"PHYBON"
2006;"Terrestre";1,875;3;3,16666666666667;4,85119047619048;6,84611344537815;"PHYBON"
2007;"Terrestre";1,67142857142857;1,71428571428571;1,76470588235294;2,69230769230769;4,99423076923077;"PHYBON"
2008;"Terrestre";1,52307692307692;1,73076923076923;2,57142857142857;2,94117647058824;4,15126050420168;"PHYBON"
2009;"Terrestre";1,51648351648352;2,30769230769231;2,57142857142857;5,29411764705882;6,31512605042017;"PHYBON"
2010;"Terrestre";0,835119047619048;0,851190476190476;1,67857142857143;3,22115384615385;5,16826923076923;"PHYBON"
2011;"Terrestre";1,59752321981424;1,76470588235294;1,7910447761194;2,14285714285714;2,29120879120879;"PHYBON"
2012;"Terrestre";2,36538461538462;2,88461538461538;4,28571428571429;5;6,14179104477612;"PHYBON"
2013;"Terrestre";2,76398601398601;3,09440559440559;3,46153846153846;4,3021978021978;5,05879120879121;"PHYBON"
2014;"Terrestre";1,42857142857143;1,42857142857143;3,02197802197802;4,80482204362801;5,31630309988519;"PHYBON"
2015;"Terrestre";0,921052631578947;1,69047619047619;2;4,27884615384615;7,7375;"PHYBON"
2016;"Terrestre";1,73872180451128;2,89285714285714;3,16666666666667;3,90151515151515;4,88636363636364;"PHYBON"
2017;"Terrestre";1,59752321981424;1,76470588235294;2,5;6;6,38571428571429;"PHYBON"
2018;"Terrestre";1,80147058823529;2,13235294117647;2,5;3,57142857142857;4,53571428571429;"PHYBON"
2019;"Terrestre";3,03970588235294;3,39705882352941;4,26470588235294;5;5;"PHYBON"
2020;"Terrestre";2,59821428571429;3,48214285714286;4,46428571428571;5,44642857142857;6,33035714285714;"PHYBON"
1989;"Terrestre";1,94791666666667;2,60416666666667;3,33333333333333;4,26282051282051;5,09935897435897;"PHYCOL"
1990;"Terrestre";1,015625;3,13112745098039;3,4375;6,36538461538461;10,0097402597403;"PHYCOL"
1991;"Terrestre";1,42197027439024;1,84742647058824;2,95849420849421;3,58573717948718;4,61893939393939;"PHYCOL"
1992;"Terrestre";0,879241071428571;1,77210365853659;2,38795518207283;3,8125;4,82832167832168;"PHYCOL"
1993;"Terrestre";0,988839285714286;1,51654411764706;1,875;2,85135135135135;5,76923076923077;"PHYCOL"
1994;"Terrestre";1,12321428571429;2,19512195121951;2,64705882352941;5,38461538461539;5,66554054054054;"PHYCOL"
1995;"Terrestre";0,911236933797909;1,8172268907563;3,34558823529412;5,390625;9,26442307692308;"PHYCOL"
1996;"Terrestre";0,903335724533716;1,25892857142857;3,14732142857143;4,375;5,52364864864865;"PHYCOL"
1997;"Terrestre";0,969708890637293;1,65441176470588;2,8125;5,63963963963964;7,3828125;"PHYCOL"
1998;"Terrestre";0,775724085365854;2,40756302521008;4,25595238095238;6,36486486486486;10,846875;"PHYCOL"
1999;"Terrestre";1,32723214285714;1,71875;2,6530612244898;3,29391891891892;10,7625;"PHYCOL"
2000;"Terrestre";0,775669642857143;1,56349206349206;2,76988636363636;3,92736486486486;11,755;"PHYCOL"
2001;"Terrestre";1,14586466165414;2,8125;3,375;6,92307692307692;20,325;"PHYCOL"
2002;"Terrestre";1,075;2,29326923076923;3,16666666666667;5,59090909090909;10,1370833333333;"PHYCOL"
2003;"Terrestre";0,964285714285714;3,28846153846154;4,69387755102041;8,43181818181818;15,6490384615385;"PHYCOL"
2004;"Terrestre";1;2,53289473684211;4;7,04411764705882;12,8425925925926;"PHYCOL"
2005;"Terrestre";0,942908653846154;2,18406593406593;3,84868421052632;5,2962962962963;15;"PHYCOL"
2006;"Terrestre";0,95;2;2,5;3,75;7,40000000000001;"PHYCOL"
2007;"Terrestre";0,925;2,28632478632479;3,84868421052632;6,40350877192982;15,2386363636364;"PHYCOL"
2008;"Terrestre";1,39423076923077;2,9040404040404;4,73684210526316;6,66666666666667;13,625;"PHYCOL"
2009;"Terrestre";1,20913461538462;2,14285714285714;3;5;9,73863636363636;"PHYCOL"
2010;"Terrestre";1,06923076923077;2,53571428571429;4,44444444444444;7;10,6875;"PHYCOL"
2011;"Terrestre";1,473;3,3469387755102;4,61538461538461;7,43421052631579;11,8166666666667;"PHYCOL"
2012;"Terrestre";1,15;2,85714285714286;4;7,77777777777778;13,8461538461538;"PHYCOL"
2013;"Terrestre";1,54838709677419;3,79807692307692;5;7,25;11,964238410596;"PHYCOL"
2014;"Terrestre";1;3;5;8,07692307692308;15;"PHYCOL"
2015;"Terrestre";1,01071428571429;3;6;8,51190476190476;17,4375;"PHYCOL"
2016;"Terrestre";1,56015037593985;3;5,50505050505051;9;15;"PHYCOL"
2017;"Terrestre";1,08214285714286;3,36842105263158;5,91666666666667;7,92307692307692;14,1375;"PHYCOL"
2018;"Terrestre";1,57894736842105;3;5;7;10,9090909090909;"PHYCOL"
2019;"Terrestre";1,85625;3,07894736842105;5;7,5;14,2;"PHYCOL"
2020;"Terrestre";1,79464285714286;3,06122448979592;4,16666666666667;6;15,0454545454545;"PHYCOL"
1989;"Terrestre";1,93333333333333;2,02564102564103;2,12820512820513;2,23076923076923;2,32307692307692;"PHYLUS"
1990;"Terrestre";0,717334494773519;1,70319709953856;2,94230769230769;4,42555147058824;8,3890625;"PHYLUS"
1991;"Terrestre";0,895071542130366;1,54341736694678;2,5;4,34375;5,03039772727273;"PHYLUS"
1992;"Terrestre";1,18118401206637;1,39526542324247;1,64079822616408;2,45454545454545;3,34114583333333;"PHYLUS"
1993;"Terrestre";0,82347972972973;0,9375;1,15384615384615;1,96078431372549;3,57107843137255;"PHYLUS"
1994;"Terrestre";0,827962577962578;0,982328482328482;1,15384615384615;1,75339366515837;2,29298642533937;"PHYLUS"
1995;"Terrestre";2,00441176470588;2,04411764705882;2,57352941176471;4,19117647058824;7,16911764705882;"PHYLUS"
1996;"Terrestre";0,933590733590734;1,62162162162162;1,875;2;2,84705882352941;"PHYLUS"
1997;"Terrestre";1,40004595588235;2,08869485294118;2,671875;4,125;7,1625;"PHYLUS"
1998;"Terrestre";0,92972972972973;2;3,52941176470588;5,625;5,9625;"PHYLUS"
1999;"Terrestre";0,865178571428572;0,9375;1,63265306122449;1,875;8,2875;"PHYLUS"
2000;"Terrestre";1,63775510204082;1,78295642581357;2,79336734693878;3,75;3,75;"PHYLUS"
2001;"Terrestre";0,853378378378378;1,23848684210526;1,9375;2,33673469387755;6,8625;"PHYLUS"
2002;"Terrestre";0,764508928571428;1,51973684210526;2,125;4,95192307692308;10;"PHYLUS"
2003;"Terrestre";1,32196562835661;1,90540540540541;2,73279352226721;6,875;11,7821428571429;"PHYLUS"
2004;"Terrestre";0,953125;1,9375;3,33333333333333;5,5;14,1776315789474;"PHYLUS"
2005;"Terrestre";0,790482954545455;1,90625;2,40384615384615;3,42948717948718;11,3988095238095;"PHYLUS"
2006;"Terrestre";1;2,14285714285714;3,33333333333333;4,23076923076923;12,6388888888889;"PHYLUS"
2007;"Terrestre";1,04600694444444;2;2,76988636363636;4,36651583710407;17,5;"PHYLUS"
2008;"Terrestre";1,1625;3;3,57142857142857;6,57692307692308;11,95;"PHYLUS"
2009;"Terrestre";1,43951612903226;2,45192307692308;3,92857142857143;8,30769230769231;18,275;"PHYLUS"
2010;"Terrestre";0,846428571428571;2,5;4,5;7,46153846153846;14,3;"PHYLUS"
2011;"Terrestre";1,35416666666667;3;4,94230769230769;8,03076923076923;19,2045454545455;"PHYLUS"
2012;"Terrestre";1,63377192982456;2,74720893141946;3,79807692307692;5,16304347826087;15,75;"PHYLUS"
2013;"Terrestre";1,1625;2,40384615384615;4;6,46306818181818;9,9;"PHYLUS"
2014;"Terrestre";2,5;2,79513888888889;5;6,29370629370629;9,25;"PHYLUS"
2015;"Terrestre";2,39583333333333;3;4,12878787878788;5,95833333333333;10,9375;"PHYLUS"
2016;"Terrestre";2,26495726495726;3;5;6,25;10,9044715447154;"PHYLUS"
2017;"Terrestre";1,87087912087912;2,5;3,75;5,86309523809524;12,25;"PHYLUS"
2018;"Terrestre";1,7;3;4,28571428571429;6;13;"PHYLUS"
2019;"Terrestre";1,74479166666667;2,375;4,25;7,03125;18,5576923076923;"PHYLUS"
2020;"Terrestre";2,22321428571429;2,94642857142857;3,85714285714286;5,484375;8,1421875;"PHYLUS"
1990;"Terrestre";0,591386554621849;0,619747899159664;0,651260504201681;0,682773109243697;0,711134453781513;"PICDIS"
1991;"Terrestre";0,725274725274725;0,824175824175824;0,934065934065934;1,04395604395604;1,14285714285714;"PICDIS"
1992;"Terrestre";0,556818181818182;0,659090909090909;0,772727272727273;0,886363636363636;0,988636363636364;"PICDIS"
1993;"Terrestre";0,375871080139373;0,544425087108014;0,731707317073171;0,942776735459662;1,1327392120075;"PICDIS"
1994;"Terrestre";0,885110294117647;0,909926470588235;0,9375;1,04567307692308;1,14302884615385;"PICDIS"
1995;"Terrestre";0,616798642533937;0,873868778280543;1,15950226244344;1,44513574660633;1,70220588235294;"PICDIS"
1996;"Terrestre";0,638221153846154;0,757211538461538;0,889423076923077;1,02163461538462;1,140625;"PICDIS"
1997;"Terrestre";0,722689075630252;0,798319327731092;0,882352941176471;1,01809954751131;1,14027149321267;"PICDIS"
1998;"Terrestre";0,754120879120879;1,11263736263736;1,51098901098901;1,90934065934066;2,26785714285714;"PICDIS"
1999;"Terrestre";0,731707317073171;0,731707317073171;0,731707317073171;0,731707317073171;0,731707317073171;"PICDIS"
2000;"Terrestre";0,726428571428571;0,835714285714286;0,957142857142857;1,07857142857143;1,18785714285714;"PICDIS"
2001;"Terrestre";0,642857142857143;0,892857142857143;1,07692307692308;1,18846153846154;1,9;"PICDIS"
2002;"Terrestre";0,624018838304553;0,729984301412873;0,961538461538461;1,49038461538462;2,39903846153846;"PICDIS"
2003;"Terrestre";1,16433566433566;1,25874125874126;1,36363636363636;1,93181818181818;2,44318181818182;"PICDIS"
2004;"Terrestre";0,549812030075188;0,910714285714286;1,63235294117647;1,94117647058824;2,26923076923077;"PICDIS"
2005;"Terrestre";0,680952380952381;1,07142857142857;1,5;2;2,5;"PICDIS"
2006;"Terrestre";0,914285714285714;1,12179487179487;1,46428571428571;2,17194570135747;2,8875;"PICDIS"
2007;"Terrestre";1,21761133603239;1,57894736842105;2;2,22527472527473;2,47115384615385;"PICDIS"
2008;"Terrestre";0,866666666666667;1,15384615384615;1,57894736842105;2;2;"PICDIS"
2009;"Terrestre";0,742857142857143;1;2;2,14285714285714;4,12087912087912;"PICDIS"
2010;"Terrestre";0,971428571428571;1,42857142857143;2;2,30769230769231;2,5;"PICDIS"
2011;"Terrestre";1,01149068322981;2,04192546583851;2,51748251748252;3,45;6,14357142857143;"PICDIS"
2012;"Terrestre";1,5;1,75446428571429;2;2,26648351648352;3;"PICDIS"
2013;"Terrestre";0,719642857142857;1,16447368421053;1,66666666666667;2,22527472527473;2,30769230769231;"PICDIS"
2014;"Terrestre";1,171875;1,875;1,9375;2,375;2,9375;"PICDIS"
2015;"Terrestre";1,54166666666667;1,9375;2,5;2,86363636363636;3;"PICDIS"
2016;"Terrestre";1,16785714285714;1,5;2,03333333333333;2,96995377503852;4,07142857142857;"PICDIS"
2017;"Terrestre";1,15714285714286;1,5;2,10526315789474;3;3;"PICDIS"
2018;"Terrestre";1,71875;2,12406015037594;2,66666666666667;3,375;7,82142857142857;"PICDIS"
2019;"Terrestre";1,20535714285714;2,35576923076923;2,61363636363636;3;3;"PICDIS"
2020;"Terrestre";1,89375;2;2,5;3;4,37307692307692;"PICDIS"
1991;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"PICPIC"
1992;"Terrestre";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"PICPIC"
1995;"Terrestre";0,860714285714286;0,892857142857143;0,928571428571429;0,964285714285714;0,996428571428571;"PICPIC"
1996;"Terrestre";0,742260787992495;0,837242026266417;0,942776735459662;1,04831144465291;1,14329268292683;"PICPIC"
1997;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"PICPIC"
1998;"Terrestre";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"PICPIC"
2001;"Terrestre";0,86456043956044;0,931318681318681;1,00549450549451;1,07967032967033;1,14642857142857;"PICPIC"
2002;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"PICPIC"
2004;"Terrestre";0,929464285714286;1,58035714285714;2,30357142857143;3,02678571428571;3,67767857142857;"PICPIC"
2005;"Terrestre";3,75;3,75;3,75;3,75;3,75;"PICPIC"
2007;"Terrestre";0,92967032967033;1,58241758241758;2,30769230769231;3,02884615384615;3,67788461538462;"PICPIC"
2008;"Terrestre";2;2;2;2;2;"PICPIC"
2009;"Terrestre";1,03269230769231;1,32692307692308;1,65384615384615;1,98076923076923;2,275;"PICPIC"
2010;"Terrestre";1,58947368421053;1,68421052631579;1,78947368421053;1,89473684210526;1,98947368421053;"PICPIC"
2012;"Terrestre";1,00625;1,0625;1,125;1,1875;1,24375;"PICPIC"
2013;"Terrestre";1,33776595744681;1,88829787234043;2,5;3,39285714285714;4,19642857142857;"PICPIC"
2014;"Terrestre";2,6865671641791;2,6865671641791;2,6865671641791;2,6865671641791;2,6865671641791;"PICPIC"
2015;"Terrestre";1,525;1,75;2;2,25;2,475;"PICPIC"
2016;"Terrestre";6;6;6;6;6;"PICPIC"
2017;"Terrestre";1,5;1,5;1,5;1,5;1,5;"PICPIC"
2018;"Terrestre";3,075;3,75;4,5;5,25;5,925;"PICPIC"
2019;"Terrestre";3;3;3;3;3;"PICPIC"
1989;"Terrestre";0,610576923076923;0,913461538461538;1,25;3,125;4,8125;"PRUMOD"
1990;"Terrestre";1,046875;1,5625;2,17864205669084;4,57575757575758;6,23072916666667;"PRUMOD"
1991;"Terrestre";0,582579185520362;1,26785714285714;2;2,26422764227642;6,20143581081081;"PRUMOD"
1992;"Terrestre";1,06159855769231;2,23725055432373;2,69196428571429;3,18243243243243;5,5546875;"PRUMOD"
1993;"Terrestre";0,875412087912088;1,64663461538462;2,11107448912327;2,859375;4,134375;"PRUMOD"
1994;"Terrestre";0,952941176470588;1,33104395604396;1,91310975609756;2,35078828828829;4,11979166666667;"PRUMOD"
1995;"Terrestre";0,625961538461538;0,876050420168067;1,00863821138211;2,34375;12,20625;"PRUMOD"
1996;"Terrestre";0,86281512605042;1,40625;1,96774193548387;2,19321646341463;3,63555743243243;"PRUMOD"
1997;"Terrestre";0,963240418118467;1,77210365853659;2,03969594594595;2,9296875;4,42421875;"PRUMOD"
1998;"Terrestre";0,893205574912892;1,25190548780488;2,43243243243243;4,47395833333333;5,95;"PRUMOD"
1999;"Terrestre";0,762576219512195;1,07685810810811;1,71428571428571;2,5;5,56875;"PRUMOD"
