"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
"TURPHI";2007;"AD";"Court";59,1859243697479;65,4453781512605;68,4751082251082;73,8782608695652;84,6771739130435;"Terrestre"
"AEGCAU";2008;"AD";"Court";7,10354838709677;7,74603174603175;8;8,36290322580645;9,48479885057471;"Terrestre"
"CETCET";2008;"AD";"Court";12,3443892460549;13,3771929824561;14,7878787878788;15,3781512605042;16,4076575218571;"Terrestre"
"ERIRUB";2008;"AD";"Court";14,4969858156028;15,7472013878259;16,6329113924051;17,2635135135135;21,8682608695652;"Terrestre"
"FRICOE";2008;"AD";"Court";18,8797775395336;20,2851930776185;21,5;22,4015950604579;25,4551106301106;"Terrestre"
"PARCAE";2008;"AD";"Court";9,60951426024955;10,5;10,9169996421756;11,3257575757576;12,3470982142857;"Terrestre"
"PARMAJ";2008;"AD";"Court";15,5844155844156;16,9256756756757;17,5324675324675;18,2565789473684;20,7066696914701;"Terrestre"
"PASDOM";2008;"AD";"Court";24,2475961538462;25,8742190022602;26,7182274247492;28,2333333333333;31,0666385135135;"Terrestre"
"PHYCOL";2008;"AD";"Court";6,60729552238806;7,25409836065574;7,62931034482759;8,00904977375566;9,83333333333333;"Terrestre"
"PRUMOD";2008;"AD";"Court";16,7605633802817;18,2394366197183;19,136690647482;20;22,4084417645192;"Terrestre"
"PYRULA";2008;"AD";"Court";18,7604017857143;20,375;21,2469861362266;22,4781501726122;25,1526762820513;"Terrestre"
"SYLATR";2008;"AD";"Court";14,7471463815789;16,2206896551724;17,2021276595745;18,251677852349;20,932201986755;"Terrestre"
"TROTRO";2008;"AD";"Court";8,28085106382979;9,38297872340426;9,75377358490566;10,2717553191489;11,6948275862069;"Terrestre"
"TURMER";2008;"AD";"Court";76,55478515625;83,8866522313564;87,914380877743;92,3622047244095;103,160857142857;"Terrestre"
"TURPHI";2008;"AD";"Court";56,2466666666667;62,6448437115432;66,7061445341159;70,648717948718;83,2469298245614;"Terrestre"
"AEGCAU";2009;"AD";"Court";6,56166666666667;7,5152;7,808;8,16964285714286;8,84935483870968;"Terrestre"
"CETCET";2009;"AD";"Court";12,2;13,9163498098859;15,0076923076923;15,5068181818182;17,44;"Terrestre"
"ERIRUB";2009;"AD";"Court";14,7972972972973;15,7837837837838;16,5;17,3470716783217;22,2009745127436;"Terrestre"
"FRICOE";2009;"AD";"Court";19,1111111111111;20,2637144745539;21;22;25,6631211180124;"Terrestre"
"PARCAE";2009;"AD";"Court";9,57821428571429;10;10,3614267676768;11,0020161290323;12,1590201930404;"Terrestre"
"PARMAJ";2009;"AD";"Court";15,4109589041096;16,7197452229299;17,4295774647887;18,0194805194805;20,5;"Terrestre"
"PASDOM";2009;"AD";"Court";24,1170416666667;26,3045693115159;27,8618421052632;28,8141025641026;35,7235542888664;"Terrestre"
"PHYCOL";2009;"AD";"Court";6,66443244065733;7,31404958677686;7,62931034482759;8,10514391564548;9,73681501230517;"Terrestre"
"PRUMOD";2009;"AD";"Court";17,3169743895176;18,3687943262411;19,2753623188406;20,2222222222222;22,2950997150997;"Terrestre"
"PYRULA";2009;"AD";"Court";19,5167001756978;20,4007911392405;21,3039513677812;22,4581319987728;24,5769710365854;"Terrestre"
"SYLATR";2009;"AD";"Court";14,7567281879195;16,2763624567474;17,1164383561644;18,3249931506849;21,3547297297297;"Terrestre"
"TROTRO";2009;"AD";"Court";8,16666666666667;9,1875;9,8;10,3157894736842;11,0626086956522;"Terrestre"
"TURMER";2009;"AD";"Court";77,0426389679378;84,0340909090909;88,2692307692308;91,8593023255814;101,353367553134;"Terrestre"
"TURPHI";2009;"AD";"Court";56,4942084942085;64,2330434782609;67,2892561983471;71,1900826446281;83,4137931034483;"Terrestre"
"AEGCAU";2010;"AD";"Court";6,96088709677419;7,75013451708367;7,97692307692308;8,40452853598015;9,76491935483871;"Terrestre"
"CETCET";2010;"AD";"Court";12,1074543293293;13,7275913338997;14,758064516129;15,6804435483871;17;"Terrestre"
"ERIRUB";2010;"AD";"Court";14,6984665789951;15,891156462585;16,5673758865248;17,7430555555556;21,4039583333333;"Terrestre"
"FRICOE";2010;"AD";"Court";18,9905393258427;20,7912087912088;22,0119047619048;23,1345029239766;25,3431729055258;"Terrestre"
"PARCAE";2010;"AD";"Court";9,43248276286629;10,2631578947368;10,6678521455224;11,12890625;12,2791353383459;"Terrestre"
"PARMAJ";2010;"AD";"Court";15,8769004757019;16,8269230769231;17,5324675324675;18,2432432432432;20,1724137931034;"Terrestre"
"PASDOM";2010;"AD";"Court";22,5652065289807;26;27,3552631578947;28,7516025641026;30,2687974683544;"Terrestre"
"PHYCOL";2010;"AD";"Court";6,21739636702375;7,24773511647972;7,62931034482759;8,04545454545454;9,82205657492355;"Terrestre"
"PRUMOD";2010;"AD";"Court";16,8878949065119;18,5220588235294;19,2791905933826;20,2898550724638;22,8473465473146;"Terrestre"
"PYRULA";2010;"AD";"Court";19,3210679429429;20,1408045977011;21,3226744186047;22,6962025316456;25,4748139880952;"Terrestre"
"SYLATR";2010;"AD";"Court";15;16,5923076923077;17,3541666666667;18,375;21,2299477289113;"Terrestre"
"TROTRO";2010;"AD";"Court";8,42372731854839;9,43240670220868;9,84803921568627;10,4518885967009;11,7521010928962;"Terrestre"
"TURMER";2010;"AD";"Court";77,9784399224806;84,3590797335544;88,0357142857143;92,5403225806452;155,512315270936;"Terrestre"
"TURPHI";2010;"AD";"Court";59,7500967331822;63,5384615384615;66,8408219074025;70,3645238095238;83,1553643724696;"Terrestre"
"AEGCAU";2011;"AD";"Court";7,26369230769231;7,808;7,9;8,16964285714286;8,55762711864407;"Terrestre"
"CETCET";2011;"AD";"Court";11,9428075396825;13,652380952381;14,4592592592593;15,0367235725309;16,2461538461538;"Terrestre"
"ERIRUB";2011;"AD";"Court";14,6;15,6068965517241;16,3356643356643;17,0851063829787;22,0021468276787;"Terrestre"
"FRICOE";2011;"AD";"Court";18,746408045977;20,0453325432236;20,9902497194164;22,0060975609756;24,43490227721;"Terrestre"
"PARCAE";2011;"AD";"Court";9,57121459694989;10,3350468975469;10,6678521455224;10,96875;11,9548387096774;"Terrestre"
"PARMAJ";2011;"AD";"Court";15,4965460526316;16,5070754716981;17,070666969147;17,7431543385491;19,0814449140192;"Terrestre"
"PASDOM";2011;"AD";"Court";22,1844936708861;25,5042194092827;27;27,846583703234;29,9897005842259;"Terrestre"
"PHYCOL";2011;"AD";"Court";6,32142857142857;7,23405356055995;7,5;7,9327731092437;9,29997563352826;"Terrestre"
"PRUMOD";2011;"AD";"Court";16,0546034946237;17,875058238857;18,7360594795539;19,7608428952876;22,2970020386137;"Terrestre"
"PYRULA";2011;"AD";"Court";18,9050925030397;20,49421875;21,3943871169481;22,6788161007803;24,7707175925926;"Terrestre"
"SYLATR";2011;"AD";"Court";14,7;16,25;17,1164383561644;18,1480274822695;20,8581081081081;"Terrestre"
"TROTRO";2011;"AD";"Court";7,97553191489362;9,31;9,6078431372549;10,1881188118812;11,5611398030267;"Terrestre"
"TURMER";2011;"AD";"Court";76,5;83,3653846153846;87,2368421052632;92,4496428571429;103,155906593407;"Terrestre"
"TURPHI";2011;"AD";"Court";60,4878260869565;64,7601353649412;67,4285714285714;71,5274943470887;79,344537815126;"Terrestre"
"AEGCAU";2012;"AD";"Court";7,11272270114943;7,75218590260963;7,96672240802676;8,43534482758621;9,30508474576271;"Terrestre"
"CETCET";2012;"AD";"Court";11,6077008928571;14,2510691012761;14,7734375;15,4412093526477;17,3153543307087;"Terrestre"
"ERIRUB";2012;"AD";"Court";14,7972315315315;15,8486842105263;16,6892735251097;17,7464808558559;22,0236824324324;"Terrestre"
"FRICOE";2012;"AD";"Court";19,3264466292135;20,6412668350168;21,5;22,5178571428571;24,7057422203532;"Terrestre"
"PARCAE";2012;"AD";"Court";9,8015873015873;10,4198473282443;10,8333333333333;11,259842519685;12,3457792207792;"Terrestre"
"PARMAJ";2012;"AD";"Court";15,3846153846154;16,9267316226124;17,5324675324675;18,2532894736842;20,7342657342657;"Terrestre"
"PASDOM";2012;"AD";"Court";24,6319401168452;26,3484375;27,7;28,50107563167;30,483868249054;"Terrestre"
"PHYCOL";2012;"AD";"Court";6,73761504170262;7,258836996337;7,62931034482759;7,97787439078423;9,80459956709957;"Terrestre"
"PRUMOD";2012;"AD";"Court";16,9569696969697;18,1176470588235;19;19,8083282302511;23,0516451217474;"Terrestre"
"PYRULA";2012;"AD";"Court";19,3000575553797;20,1736755952381;20,9840838023765;21,7007313239645;25,1393945150594;"Terrestre"
"SYLATR";2012;"AD";"Court";15,0943493150685;16,2785234899329;17,1164383561644;18,1788981288981;21,2325039738608;"Terrestre"
"TROTRO";2012;"AD";"Court";8,24303785607196;9,51092233009709;9,8989898989899;10,2964473684211;11,085489355411;"Terrestre"
"TURMER";2012;"AD";"Court";78,1958052479538;83,6232786885246;87,2884615384615;91,7707596391935;105,980285132383;"Terrestre"
"TURPHI";2012;"AD";"Court";59,4281637972426;63,425;66,695652173913;70,5794392523364;81,0332773109244;"Terrestre"
"AEGCAU";2013;"AD";"Court";7,09125;7,79159663865546;8;8,41379310344828;9,03857333333333;"Terrestre"
"CETCET";2013;"AD";"Court";12,6063716141515;14,010175909362;14,7459553349876;15,5425196850394;16,2721130952381;"Terrestre"
"ERIRUB";2013;"AD";"Court";15,1737689393939;16,0048611111111;16,8092105263158;17,7728626585769;21,7883992805755;"Terrestre"
"FRICOE";2013;"AD";"Court";18,8577212935051;20,4463890935888;21,5;22,505273237998;25,3947899946495;"Terrestre"
"PARCAE";2013;"AD";"Court";8,29488636363636;10,3291847041847;10,631970260223;10,9963235294118;12,425;"Terrestre"
"PARMAJ";2013;"AD";"Court";15,7191780821918;16,5584415584416;17,4762154317504;18,2432432432432;20,5644321547575;"Terrestre"
"PASDOM";2013;"AD";"Court";24,5021033653846;26,7509523809524;27,6414365814289;28,4643899018233;30,2302;"Terrestre"
"PHYCOL";2013;"AD";"Court";6,56215827338129;7,25409836065574;7,64814814814815;8,06333333333333;9,65454545454545;"Terrestre"
"PRUMOD";2013;"AD";"Court";17,2602739726027;18,768115942029;19,8377818934524;21,2083866837388;23,6650246966606;"Terrestre"
"PYRULA";2013;"AD";"Court";19,3061200063412;20,3200973053892;21,2916153986167;22,7035714285714;27,1227950310559;"Terrestre"
"SYLATR";2013;"AD";"Court";14,8986486486486;16,5633802816901;17,3817567567568;18,375;21,5957746478873;"Terrestre"
"TROTRO";2013;"AD";"Court";7,81914893617021;9,38297872340426;9,90537634408602;10,5;12,5106382978723;"Terrestre"
"TURMER";2013;"AD";"Court";78,4615384615385;83,7725631768953;87,4829424307036;92,5403225806452;103,048092491399;"Terrestre"
"TURPHI";2013;"AD";"Court";59,9525;65,0924778761062;67,8185099592825;70,2048857368006;82,378558156819;"Terrestre"
"AEGCAU";2014;"AD";"Court";6,96131578947368;7,68551587301587;8;8,41379310344828;9,24803571428571;"Terrestre"
"CETCET";2014;"AD";"Court";12,1832177033493;14,1541785714286;14,689837398374;15,3721412718325;16,5568181818182;"Terrestre"
"ERIRUB";2014;"AD";"Court";14,8955088614393;15,7231318466354;16,5263888888889;17,4323921603723;21,3602112676056;"Terrestre"
"FRICOE";2014;"AD";"Court";19,3775641025641;20,5448573898012;21,5;22,4808050383352;25,2697300594784;"Terrestre"
"PARCAE";2014;"AD";"Court";9,32633928571429;10,2;10,7553956834532;11,2101449275362;12,4457364341085;"Terrestre"
"PARMAJ";2014;"AD";"Court";15,2013422818792;16,8616698456737;17,5082236842105;18,1788079470199;20,2263513513514;"Terrestre"
"PASDOM";2014;"AD";"Court";24,4214969758065;26,3545292721519;27,6692307692308;29,1101817068191;31,3765150166852;"Terrestre"
"PHYCOL";2014;"AD";"Court";6,67781520119225;7,2;7,59616292798111;7,86666666666667;9,86104545454545;"Terrestre"
"PRUMOD";2014;"AD";"Court";16,9952205882353;18,445564516129;19,2;20;21,7908450704225;"Terrestre"
"PYRULA";2014;"AD";"Court";17,9098765432099;20,3246913580247;21,4682926829268;22,5770186335404;26;"Terrestre"
"SYLATR";2014;"AD";"Court";15,0340909090909;16,3333333333333;17,1831081081081;18,1232876712329;21,1560810810811;"Terrestre"
"TROTRO";2014;"AD";"Court";7,77608695652174;9,31;9,8;10,2695833333333;11,5198529411765;"Terrestre"
"TURMER";2014;"AD";"Court";78,056906614786;83,8176811053025;88,2692307692308;92,863488372093;104,197013114754;"Terrestre"
"TURPHI";2014;"AD";"Court";59,2681818181818;64,0456896551724;66,9333333333333;70,7009303380985;78,5985344827586;"Terrestre"
"AEGCAU";2015;"AD";"Court";6,86557459677419;7,625;7,87096774193548;8,24655815359806;9,01027201145311;"Terrestre"
"CETCET";2015;"AD";"Court";12,1113675213675;13,3090909090909;14,3281947261663;15,1421145202267;16,5981278538813;"Terrestre"
"ERIRUB";2015;"AD";"Court";14,7972972972973;15,7837837837838;16,4507042253521;17,2635135135135;22,3055555555556;"Terrestre"
"FRICOE";2015;"AD";"Court";19,0445124738145;20,2425625422583;20,9688375641559;22,1305514420704;24,3329411764706;"Terrestre"
"PARCAE";2015;"AD";"Court";9,46077283372365;10,4375405580792;10,8333333333333;11,3233748778104;12,8867424242424;"Terrestre"
"PARMAJ";2015;"AD";"Court";15,5068946747709;17;17,5324675324675;18,2432432432432;19,2708333333333;"Terrestre"
"PASDOM";2015;"AD";"Court";22,7335365853659;26,0402229299363;27,3552631578947;28,7170512820513;30,6094029966018;"Terrestre"
"PHYCOL";2015;"AD";"Court";6,79095208070618;7,3118920500256;7,64098360655738;7,97297297297297;9,62843925985519;"Terrestre"
"PRUMOD";2015;"AD";"Court";16,8847326049454;18,2608695652174;19,1780821917808;20;24,8828467153285;"Terrestre"
"PYRULA";2015;"AD";"Court";19,781578125;21,1397527100271;21,816975308642;23,2192771084337;26,0865864603639;"Terrestre"
"SYLATR";2015;"AD";"Court";14,8986486486486;16,2239811912226;17,15;18,1232876712329;20,8581081081081;"Terrestre"
"TROTRO";2015;"AD";"Court";8,40141509433962;9,59739982949702;10;10,5386285250558;11,5697472194135;"Terrestre"
"TURMER";2015;"AD";"Court";75,2491109461727;83,7022900763359;87,0731707317073;91,9186046511628;106,062766595575;"Terrestre"
"TURPHI";2015;"AD";"Court";60,4230769230769;65;67,5677407155283;70,6528060165975;84,3805060918463;"Terrestre"
"AEGCAU";2016;"AD";"Court";7,00907747094;7,52646555412923;7,96579900252784;8,41806840482198;9,53125;"Terrestre"
"CETCET";2016;"AD";"Court";11,7177501741351;13,409009009009;14,4745762711864;15,3664122137405;16,8851981351981;"Terrestre"
"ERIRUB";2016;"AD";"Court";14,9944736842105;16,0445410048946;16,7077464788732;17,6206896551724;22,1431399046105;"Terrestre"
"FRICOE";2016;"AD";"Court";18,8052409638554;20,3013865646665;21,1527950310559;22,5405027932961;24,2035928143713;"Terrestre"
"PARCAE";2016;"AD";"Court";9,47476657329598;10,2741935483871;10,6821705426357;11,2666666666667;12,2572967852703;"Terrestre"
"PARMAJ";2016;"AD";"Court";15,1266233766234;16,4758064516129;17,1654929577465;18,1666911010116;20,1727083333333;"Terrestre"
"PASDOM";2016;"AD";"Court";23,7057006369427;25,2677419354839;27,5333333333333;28,1924732552216;30,4627433309301;"Terrestre"
"PHYCOL";2016;"AD";"Court";6,7525773993808;7,25409836065574;7,552;7,9327731092437;9,64423076923077;"Terrestre"
"PRUMOD";2016;"AD";"Court";17,0169120533962;18,1481481481481;19,136690647482;20,0735294117647;23,3333333333333;"Terrestre"
"PYRULA";2016;"AD";"Court";19,249051643698;20,6329113924051;21,4769264240506;21,9836419753086;24,5594122355632;"Terrestre"
"SYLATR";2016;"AD";"Court";14,9017742392742;16,3885135135135;17,2565217391304;18,2464783565664;20,6822512111649;"Terrestre"
"TROTRO";2016;"AD";"Court";8,61989130434783;9,69229468599034;10;10,4817708333333;12,1067023482328;"Terrestre"
"TURMER";2016;"AD";"Court";77,3410823570554;83,7313432835821;87,8333333333333;92,4375;104,397508305648;"Terrestre"
"TURPHI";2016;"AD";"Court";58,0421153846154;64,9555439330544;68,0834933798923;73,1999097159525;84,1335138846506;"Terrestre"
"AEGCAU";2017;"AD";"Court";6,77472835314092;7,46666666666667;7,75;8,15885634588563;8,82321428571429;"Terrestre"
"CETCET";2017;"AD";"Court";11,4348276869159;13,0422444183314;14,4848837209302;15,4920634920635;16,271469816273;"Terrestre"
"ERIRUB";2017;"AD";"Court";14,5383236823314;15,7466316526611;16,5466666666667;17,645777027027;22,1245974096326;"Terrestre"
"FRICOE";2017;"AD";"Court";18,6262831479897;20,2748603351955;21,0326086956522;22,0243902439024;24,6147023172906;"Terrestre"
"PARCAE";2017;"AD";"Court";9,4067513368984;10,1971223021583;10,748031496063;10,9963235294118;12,3402255639098;"Terrestre"
"PARMAJ";2017;"AD";"Court";15,5893421052632;16,7763157894737;17,4479166666667;18,0201342281879;20,1503146982599;"Terrestre"
"PASDOM";2017;"AD";"Court";23,829217188541;26,6553086419753;27,6410256410256;28,6211993382961;30,488733505981;"Terrestre"
"PHYCOL";2017;"AD";"Court";6,59099099099099;7,13769653022499;7,5;7,83162107803701;9,59148648648648;"Terrestre"
"PRUMOD";2017;"AD";"Court";17,0530664545776;18,3772974493623;19,1631205673759;19,9055555555556;22,2756245188351;"Terrestre"
"PYRULA";2017;"AD";"Court";18,8511738884169;20,2544378698225;21,4633540372671;22,4727810650888;26,3621092055983;"Terrestre"
"SYLATR";2017;"AD";"Court";14,7980662162162;16,2206896551724;16,9909090909091;17,8645833333333;20,8504139703083;"Terrestre"
"TROTRO";2017;"AD";"Court";7,97710986456438;9,30355263157895;9,89515460030166;10,4018375241779;12,2357180065984;"Terrestre"
"TURMER";2017;"AD";"Court";77,4146883221223;83,6561264822134;87,4285714285714;91,219512195122;102,698448757058;"Terrestre"
"TURPHI";2017;"AD";"Court";59,4425;64,6251709401709;68,0652360515021;71,0547526236882;82,1061597406425;"Terrestre"
"AEGCAU";2018;"AD";"Court";6,63512605042017;7,65703781512605;8;8,27118644067797;9,48831932773109;"Terrestre"
"CETCET";2018;"AD";"Court";12,023322156265;13,8317429658672;14,5238095238095;15,0039682539683;16,2421742424242;"Terrestre"
"ERIRUB";2018;"AD";"Court";14,6;15,7152777777778;16,4370860927152;17,3;22,3505680972463;"Terrestre"
"FRICOE";2018;"AD";"Court";19,2118614688956;20,3656311637081;21,2440113394755;22,1643925448688;24,6461538461538;"Terrestre"
"PARCAE";2018;"AD";"Court";9,57540553435114;10,4838709677419;10,7518796992481;11,304347826087;12,4082633053221;"Terrestre"
"PARMAJ";2018;"AD";"Court";15,6010135135135;16,6807432432432;17,4272098868873;18,2565789473684;20,3424657534247;"Terrestre"
"PASDOM";2018;"AD";"Court";22,9733338488504;26,1267295597484;27,3189583333333;28,71574989123;30,5806962025316;"Terrestre"
"PHYCOL";2018;"AD";"Court";6,52940149293522;7,23584905660377;7,54157559198543;8,02936363636364;9,65454545454545;"Terrestre"
"PRUMOD";2018;"AD";"Court";16,7738441227029;18,2959854014599;19,063829787234;20,0548806479113;22,1895424836601;"Terrestre"
"PYRULA";2018;"AD";"Court";18,4380367805111;19,8840361445783;20,8064705882353;22,0529411764706;26,7128937728938;"Terrestre"
"SYLATR";2018;"AD";"Court";14,8484848484848;16,1990131578947;16,954;18,0147058823529;20,9227887931034;"Terrestre"
"TROTRO";2018;"AD";"Court";8,4;9,49017708333333;9,90316932624113;10,3681561085973;11,8671837606838;"Terrestre"
"TURMER";2018;"AD";"Court";77,0566584824456;84,3285703340484;87,6263470391295;91,873860779384;104,966969476744;"Terrestre"
"TURPHI";2018;"AD";"Court";58,6525053214134;64,3546218487395;66,6293103448276;69,8;80,0514607754734;"Terrestre"
"AEGCAU";2019;"AD";"Court";6,96277915632754;7,68503937007874;8;8,27118644067797;9,2871488848704;"Terrestre"
"CETCET";2019;"AD";"Court";11,7038597972973;13,4015151515152;14,5071154898741;15,0949593335957;15,8966265060241;"Terrestre"
"ERIRUB";2019;"AD";"Court";14,7517197041369;15,8782448979592;16,6857142857143;17,441610738255;22,3898498062015;"Terrestre"
"FRICOE";2019;"AD";"Court";18,6633023937469;20,5227272727273;21,5;22,4611764705882;25,0185742971888;"Terrestre"
"PARCAE";2019;"AD";"Court";9,82848011363637;10,3609022556391;10,8;11,44;12,7994568169473;"Terrestre"
"PARMAJ";2019;"AD";"Court";15,9287235763589;17;17,615176445118;18,4931506849315;21,0137813636788;"Terrestre"
"PASDOM";2019;"AD";"Court";23,0176729559748;26,4234722246817;27,4349649122807;28,3427714856762;32,2307332694319;"Terrestre"
"PHYCOL";2019;"AD";"Court";6,49773568211068;7,16723965287049;7,52758620689655;7,87510729613734;9,72929718217562;"Terrestre"
"PRUMOD";2019;"AD";"Court";16,9889705882353;18,3380281690141;19,2753623188406;20,0708073288718;23,0720811051693;"Terrestre"
"PYRULA";2019;"AD";"Court";19,3239748947861;20,2605472802727;21,4099358974359;23,2857142857143;27,1849267656501;"Terrestre"
"SYLATR";2019;"AD";"Court";15,0105633802817;16,3675638297872;17,2344827586207;18,2405435417884;21,0394871403662;"Terrestre"
"TROTRO";2019;"AD";"Court";8,335;9,39350956372233;10,1030927835052;10,656856187291;12,1009168781726;"Terrestre"
"TURMER";2019;"AD";"Court";78,0432237369687;83,8841342909477;87,0119047619048;91,7683884297521;104,104761904762;"Terrestre"
"TURPHI";2019;"AD";"Court";59,8624247635426;64,7257383966245;66,996694214876;70,5982905982906;84,2857142857143;"Terrestre"
"AEGCAU";2020;"AD";"Court";7,27736559139785;7,6805927091529;8,27118644067797;8,39689876737477;9,34692192192192;"Terrestre"
"CETCET";2020;"AD";"Court";11,3073872053872;13,4753626191463;14,5056547619048;15,0162878787879;16,8545551915323;"Terrestre"
"ERIRUB";2020;"AD";"Court";14,3959431045145;15,8081159616164;16,8057553956835;17,8142338433432;22,0574437792423;"Terrestre"
"FRICOE";2020;"AD";"Court";18,9252332657201;20,2713095699341;21,0534555198994;21,8153222049689;24,0899845201238;"Terrestre"
"PARCAE";2020;"AD";"Court";9,82511111111111;10,2351827094474;10,6821705426357;11,259842519685;12,7850393700787;"Terrestre"
"PARMAJ";2020;"AD";"Court";15,9773552659688;17,1137760327757;17,7364864864865;18,4498440748441;20,2322705019767;"Terrestre"
"PASDOM";2020;"AD";"Court";24,3873620253165;26,6538461538462;27,6677966101695;29;33,0666666666667;"Terrestre"
"PHYCOL";2020;"AD";"Court";6,80371120107962;7,30476190476191;7,57798165137615;7,9327731092437;10,1090532350532;"Terrestre"
"PRUMOD";2020;"AD";"Court";17,327406898011;18,9201806438061;19,5090252707581;20,4365671641791;23,9950248756219;"Terrestre"
"PYRULA";2020;"AD";"Court";19,8495281018028;19,972921286031;20,4977409638554;22,4496067880795;23,0402918812853;"Terrestre"
"SYLATR";2020;"AD";"Court";14,9057956560284;16,2780967696988;17;17,8935855263158;20,2829304919908;"Terrestre"
"TROTRO";2020;"AD";"Court";8,59637234042553;9,63953488372093;9,996;10,3762626262626;12,1725699258905;"Terrestre"
"TURMER";2020;"AD";"Court";78,1070569009063;83,8428379416283;87,72;92,3467987804878;102,58494794679;"Terrestre"
"TURPHI";2020;"AD";"Court";60,3682126696833;64,8634615384615;69,9736428762977;73,6206140350877;83,1659910983945;"Terrestre"
"ERIRUB";1990;"JUV";"Court";15,696;16,8518918918919;17,64;18,0633802816901;18,2345070422535;"Terrestre"
"PARCAE";1990;"JUV";"Court";10,2876838235294;11,4705882352941;11,6417910447761;12,3809523809524;13,5042242703533;"Terrestre"
"PARMAJ";1990;"JUV";"Court";17,3553391362253;17,4095557458143;17,4697964231355;17,5300371004566;17,5842537100457;"Terrestre"
"PHYCOL";1990;"JUV";"Court";6,90550104073744;7,12280701754386;7,80769230769231;7,86440677966102;8,37916795069337;"Terrestre"
"PRUMOD";1990;"JUV";"Court";16,9016304347826;17,125;17,3731884057971;17,6213768115942;17,8447463768116;"Terrestre"
"SYLATR";1990;"JUV";"Court";17,7029484029484;17,7567567567568;18,5223880597015;18,5396825396825;18,7766955266955;"Terrestre"
"TROTRO";1990;"JUV";"Court";8,4104347826087;8,97391304347826;9,6;10,3;10,93;"Terrestre"
"TURMER";1990;"JUV";"Court";83,35;83,5;83,6666666666667;83,8333333333333;83,9833333333333;"Terrestre"
"TURPHI";1990;"JUV";"Court";62;62;62;62;62;"Terrestre"
"AEGCAU";1991;"JUV";"Court";7,18095238095238;7,70426065162907;8,28571428571428;8,3997378768021;8,50235910878113;"Terrestre"
"ERIRUB";1991;"JUV";"Court";15,3852631578947;16,6896281800391;16,8835616438356;17,7306638566913;19,6609476757242;"Terrestre"
"PARCAE";1991;"JUV";"Court";10,6716417910448;10,6716417910448;10,6716417910448;10,6716417910448;10,6716417910448;"Terrestre"
"PARMAJ";1991;"JUV";"Court";14,4588815789474;15,6025219298246;15,8933333333333;16,1726437976438;17,2635233918129;"Terrestre"
"PHYCOL";1991;"JUV";"Court";6,11636363636364;6,21626794258373;6,32727272727273;6,49150521609538;6,63931445603577;"Terrestre"
"PRUMOD";1991;"JUV";"Court";16,1435504201681;16,3766806722689;16,6357142857143;17,2526397515528;17,8078726708075;"Terrestre"
"SYLATR";1991;"JUV";"Court";15,8171298058622;16,1172440045679;16,4507042253521;16,9647887323944;17,4274647887324;"Terrestre"
"TURMER";1991;"JUV";"Court";72,7813852813853;77,4501661129568;78,740157480315;79,3166860240031;82,7380952380952;"Terrestre"
"ERIRUB";1992;"JUV";"Court";16,32;16,32;16,32;16,32;16,32;"Terrestre"
"PARMAJ";1992;"JUV";"Court";16,7748344370861;16,7748344370861;16,7748344370861;16,7748344370861;16,7748344370861;"Terrestre"
"PRUMOD";1992;"JUV";"Court";16,6357142857143;16,6357142857143;16,6357142857143;17,2526397515528;17,8078726708075;"Terrestre"
"SYLATR";1992;"JUV";"Court";19,6119402985075;19,6119402985075;19,6119402985075;19,6119402985075;19,6119402985075;"Terrestre"
"TURMER";1992;"JUV";"Court";81,8031688839616;84,4315499606609;86,0887096774194;91,234756097561;96,9258130081301;"Terrestre"
"TURPHI";1992;"JUV";"Court";62,5927966101695;63,7330508474576;65;66,1375;67,16125;"Terrestre"
"AEGCAU";1993;"JUV";"Court";6,89025423728814;6,97033898305085;7,125;7,47258771929825;8,07357456140351;"Terrestre"
"ERIRUB";1993;"JUV";"Court";14,1056338028169;15,5675675675676;16,32;16,695652173913;17,9963257807716;"Terrestre"
"FRICOE";1993;"JUV";"Court";18,3688235294118;18,9190045248869;19,5303167420814;20,141628959276;20,6918099547511;"Terrestre"
"PARCAE";1993;"JUV";"Court";7,5958276797829;9,8895202020202;10,3174603174603;10,5931738366989;11,9779265873016;"Terrestre"
"PARMAJ";1993;"JUV";"Court";15,5208333333333;15,8790064102564;16,5555555555556;17,2384722222222;18,680875;"Terrestre"
"PHYCOL";1993;"JUV";"Court";5,83052631578947;6,10526315789474;7,25;7,38181818181818;7,50484848484849;"Terrestre"
"PRUMOD";1993;"JUV";"Court";16,8976260504202;18,1323529411765;18,4029850746269;19,1105072463768;19,8550724637681;"Terrestre"
"PYRULA";1993;"JUV";"Court";20,2982142857143;20,7321428571429;21,2142857142857;21,6964285714286;22,1303571428571;"Terrestre"
"SYLATR";1993;"JUV";"Court";14,5928609530583;15;15,6842105263158;17,7567567567568;19,551744472957;"Terrestre"
"TROTRO";1993;"JUV";"Court";8,58;9;9,6;9,79591836734694;11,5395918367347;"Terrestre"
"TURMER";1993;"JUV";"Court";71,511149477217;80;85,1340096910963;88,8671875;95,2790466961979;"Terrestre"
"TURPHI";1993;"JUV";"Court";60,7979036574487;63,6315789473684;65,8739495798319;66,4322033898305;68,8659476117103;"Terrestre"
